generation,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv
4935,0,0,1.76E-05,0,3.00E-05,0,0.00651848,1.45E-05,2.52E-06,0,0.00250535,3.36E-06,0.00190261,5.04E-06,0.98712,0.00188079
4936,0,0,1.73E-05,0,2.91E-05,0,0.00650932,1.48E-05,2.79E-06,0,0.00249633,2.99E-06,0.00189796,4.58E-06,0.987156,0.00186886
4937,0,0,1.76E-05,0,2.92E-05,0,0.0065146,1.43E-05,2.73E-06,0,0.00249478,2.94E-06,0.00189417,4.83E-06,0.987163,0.00186227
4938,0,0,1.63E-05,0,2.97E-05,0,0.00653339,1.40E-05,2.99E-06,0,0.00250605,2.99E-06,0.0018902,5.58E-06,0.987136,0.0018629
4939,0,0,1.68E-05,0,3.04E-05,0,0.00654668,1.38E-05,2.94E-06,0,0.00250735,2.94E-06,0.00188172,5.87E-06,0.987129,0.00186221
4940,0,0,1.75E-05,0,2.97E-05,0,0.00653262,1.32E-05,2.79E-06,0,0.00249163,3.19E-06,0.00188018,6.18E-06,0.98716,0.00186344
4941,0,0,1.72E-05,0,3.02E-05,0,0.00653154,1.34E-05,2.73E-06,0,0.00249436,3.36E-06,0.00188063,6.29E-06,0.987149,0.00187161
4942,0,0,1.75E-05,0,3.13E-05,0,0.00652253,1.26E-05,2.99E-06,0,0.00250844,3.19E-06,0.00187101,6.18E-06,0.987152,0.00187221
4943,0,0,1.72E-05,0,3.21E-05,0,0.00652075,1.28E-05,2.52E-06,0,0.00250687,3.36E-06,0.00187359,6.50E-06,0.987154,0.00187066
4944,0,0,1.45E-05,0,3.29E-05,0,0.00651317,1.30E-05,2.79E-06,0,0.00251169,3.39E-06,0.00186683,7.17E-06,0.987154,0.00188018
4945,0,0,1.36E-05,0,3.21E-05,0,0.00651164,1.26E-05,2.73E-06,0,0.00251067,3.15E-06,0.00186622,7.55E-06,0.987159,0.00188112
4946,0,0,1.39E-05,0,3.19E-05,0,0.00651148,1.26E-05,2.59E-06,0,0.0025141,3.19E-06,0.00186241,7.57E-06,0.987169,0.00187158
4947,0,0,1.45E-05,0,3.23E-05,0,0.0065155,1.28E-05,2.73E-06,0,0.00251337,3.36E-06,0.00186568,6.92E-06,0.987157,0.00187616
4948,0,0,1.47E-05,0,3.19E-05,0,0.00651567,1.20E-05,2.59E-06,0,0.00253025,3.39E-06,0.00186814,7.18E-06,0.987145,0.00186914
4949,0,0,1.45E-05,0,3.29E-05,0,0.00652154,1.18E-05,2.10E-06,0,0.0025395,3.57E-06,0.00186576,7.13E-06,0.987141,0.00186051
4950,0,0,1.41E-05,0,3.39E-05,0,0.00651322,1.14E-05,1.99E-06,0,0.00253949,3.59E-06,0.00186024,7.37E-06,0.987157,0.00185784
4951,0,0,1.28E-05,0,3.44E-05,0,0.00652173,1.15E-05,2.10E-06,0,0.00254682,3.57E-06,0.00186036,7.76E-06,0.987142,0.00185679
4952,0,0,1.32E-05,0,3.63E-05,0,0.00652869,1.14E-05,1.79E-06,0,0.00255007,3.39E-06,0.00186739,7.98E-06,0.987128,0.00185164
4953,0,0,1.30E-05,0,3.65E-05,0,0.00654834,1.11E-05,1.68E-06,0,0.0025625,3.15E-06,0.00186889,7.77E-06,0.9871,0.00184685
4954,0,0,1.28E-05,0,3.55E-05,0,0.00657829,1.20E-05,1.59E-06,0,0.00259218,2.59E-06,0.00186593,7.17E-06,0.987042,0.00185019
4955,0,0,1.34E-05,0,3.59E-05,0,0.00659127,1.22E-05,1.68E-06,0,0.00259091,2.52E-06,0.00186353,7.55E-06,0.987034,0.00184717
4956,0,0,1.38E-05,0,3.47E-05,0,0.00662233,1.18E-05,1.59E-06,0,0.0025835,2.19E-06,0.00186043,6.58E-06,0.987018,0.00184527
4957,0,0,1.36E-05,0,3.53E-05,0,0.00661909,1.22E-05,1.68E-06,0,0.00257948,2.31E-06,0.00185864,6.51E-06,0.98702,0.0018513
4958,0,0,1.43E-05,0,3.61E-05,0,0.00662643,1.16E-05,1.59E-06,0,0.00258284,2.19E-06,0.00185197,5.78E-06,0.987011,0.00185636
4959,0,0,1.38E-05,0,3.71E-05,0,0.00662449,1.15E-05,1.68E-06,0,0.00258635,2.31E-06,0.00185039,5.66E-06,0.987013,0.00185353
4960,0,0,1.40E-05,0,3.53E-05,0,0.00662498,1.22E-05,1.40E-06,0,0.00258515,2.39E-06,0.00184286,5.98E-06,0.987025,0.00185084
4961,0,0,1.39E-05,0,3.53E-05,0,0.00662971,1.26E-05,1.47E-06,0,0.00258796,2.31E-06,0.00185067,6.09E-06,0.98701,0.00185004
4962,0,0,1.39E-05,0,3.29E-05,0,0.006635,1.22E-05,1.59E-06,0,0.00259247,1.79E-06,0.00184414,6.38E-06,0.98701,0.00184952
4963,0,0,1.41E-05,0,3.33E-05,0,0.00663329,1.22E-05,1.68E-06,0,0.00259883,1.89E-06,0.00183644,6.29E-06,0.987011,0.00185133
4964,0,0,1.51E-05,0,3.21E-05,0,0.00663949,1.28E-05,1.59E-06,0,0.00259348,2.19E-06,0.00182507,5.98E-06,0.987018,0.00185457
4965,0,0,1.53E-05,0,3.30E-05,0,0.00663736,1.32E-05,1.47E-06,0,0.00259836,2.10E-06,0.00182767,6.30E-06,0.987012,0.00185327
4966,0,0,1.51E-05,0,3.21E-05,0,0.00663984,1.25E-05,1.59E-06,0,0.00261653,2.39E-06,0.0018241,5.78E-06,0.98701,0.00183964
4967,0,0,1.53E-05,0,3.21E-05,0,0.00665593,1.28E-05,1.47E-06,0,0.00261149,2.31E-06,0.0018258,6.08E-06,0.986997,0.00184006
4968,0,0,1.38E-05,0,3.19E-05,0,0.00666151,1.20E-05,1.59E-06,0,0.00259981,2.99E-06,0.00183069,5.98E-06,0.986997,0.00184305
4969,0,0,1.36E-05,0,3.15E-05,0,0.00666147,1.22E-05,1.26E-06,0,0.00259772,2.73E-06,0.00183228,6.09E-06,0.986995,0.00184655
4970,0,0,1.26E-05,0,3.23E-05,0,0.00663886,1.18E-05,1.39E-06,0,0.00258207,2.79E-06,0.00182677,5.78E-06,0.987039,0.0018463
4971,0,0,1.30E-05,0,3.29E-05,0,0.00664048,1.15E-05,1.26E-06,0,0.00258695,2.73E-06,0.00182597,5.46E-06,0.98703,0.00184947
4972,0,0,1.24E-05,0,3.33E-05,0,0.00662296,1.16E-05,1.20E-06,0,0.00258483,2.99E-06,0.00182649,5.38E-06,0.987043,0.00185618
4973,0,0,1.22E-05,0,3.36E-05,0,0.00662571,1.15E-05,1.26E-06,0,0.00258761,2.52E-06,0.00182932,5.45E-06,0.987039,0.00185219
4974,0,0,1.16E-05,0,3.35E-05,0,0.0066441,1.16E-05,1.40E-06,0,0.00256775,2.79E-06,0.00183838,4.98E-06,0.987026,0.00185812
4975,0,0,1.18E-05,0,3.44E-05,0,0.00665149,1.15E-05,1.26E-06,0,0.00256979,2.31E-06,0.0018299,5.04E-06,0.987035,0.00184732
4976,0,0,1.12E-05,0,3.51E-05,0,0.00665553,1.21E-05,1.39E-06,0,0.00258522,2.39E-06,0.00183182,4.98E-06,0.987007,0.00185373
4977,0,0,1.05E-05,0,3.54E-05,0,0.00666651,1.22E-05,1.47E-06,0,0.0025929,2.10E-06,0.00183117,4.82E-06,0.986991,0.0018515
4978,0,0,9.97E-06,0,3.57E-05,0,0.00666119,1.24E-05,1.60E-06,0,0.00258463,2.19E-06,0.00183676,4.39E-06,0.987003,0.00184793
4979,0,0,1.03E-05,0,3.59E-05,0,0.00666347,1.26E-05,1.68E-06,0,0.00258452,2.10E-06,0.00183436,4.20E-06,0.987,0.00185094
4980,0,0,1.10E-05,0,3.50E-05,0,0.00664517,1.25E-05,1.59E-06,0,0.00257667,1.99E-06,0.00182696,3.39E-06,0.987039,0.00184708
4981,0,0,1.07E-05,0,3.42E-05,0,0.00665167,1.22E-05,1.47E-06,0,0.00257846,2.10E-06,0.00182825,3.14E-06,0.987028,0.00185005
4982,0,0,1.02E-05,0,3.53E-05,0,0.00666541,1.24E-05,9.97E-07,0,0.00258841,2.59E-06,0.00184263,3.19E-06,0.986992,0.00184702
4983,0,0,1.01E-05,0,3.57E-05,0,0.00667303,1.24E-05,1.05E-06,0,0.00258312,2.10E-06,0.00183939,3.36E-06,0.986984,0.00185535
4984,0,0,9.56E-06,0,3.58E-05,0,0.00666041,1.17E-05,9.95E-07,0,0.00259317,2.39E-06,0.00182388,2.79E-06,0.987,0.00185951
4985,0,0,9.22E-06,0,3.63E-05,0,0.00665203,1.15E-05,8.38E-07,0,0.00258423,2.31E-06,0.00182789,2.72E-06,0.987017,0.00185597
4986,0,0,9.58E-06,0,3.73E-05,0,0.00665363,1.12E-05,9.98E-07,0,0.00259182,2.19E-06,0.00183349,2.79E-06,0.987016,0.00184127
4987,0,0,9.24E-06,0,3.70E-05,0,0.00664734,1.16E-05,8.40E-07,0,0.00259395,2.10E-06,0.00183923,2.73E-06,0.987011,0.00184553
4988,0,0,9.56E-06,0,3.62E-05,0,0.00665649,1.21E-05,1.19E-06,0,0.00258671,2.19E-06,0.00183781,2.59E-06,0.987018,0.00183701
4989,0,0,9.85E-06,0,3.56E-05,0,0.00665332,1.22E-05,1.05E-06,0,0.00258815,2.10E-06,0.00183727,2.51E-06,0.987021,0.00183706
4990,0,0,9.98E-06,0,3.63E-05,0,0.00664323,1.26E-05,1.20E-06,0,0.0025982,2.39E-06,0.00183707,2.59E-06,0.987013,0.00184306
4991,0,0,1.01E-05,0,3.70E-05,0,0.00663414,1.26E-05,1.26E-06,0,0.00259401,2.52E-06,0.00182938,2.52E-06,0.987032,0.00184408
4992,0,0,1.09E-05,0,3.82E-05,0,0.00661926,1.21E-05,1.59E-06,0,0.00259344,2.39E-06,0.00182212,2.99E-06,0.987044,0.00185257
4993,0,0,1.07E-05,0,3.83E-05,0,0.00661694,1.11E-05,1.68E-06,0,0.00259624,2.51E-06,0.0018175,3.14E-06,0.98705,0.00185227
4994,0,0,1.02E-05,0,3.85E-05,0,0.00661124,1.08E-05,1.80E-06,0,0.00259955,2.40E-06,0.00181693,3.19E-06,0.987059,0.00184687
4995,0,0,1.01E-05,0,3.93E-05,0,0.00659637,1.07E-05,1.89E-06,0,0.0025903,2.31E-06,0.0018138,3.36E-06,0.987092,0.00183944
4996,0,0,1.09E-05,0,3.98E-05,0,0.00662433,1.07E-05,1.59E-06,0,0.00257627,1.99E-06,0.00181262,3.18E-06,0.987089,0.00182993
4997,0,0,1.07E-05,0,3.96E-05,0,0.00663193,1.05E-05,1.68E-06,0,0.00257011,2.09E-06,0.00181598,3.35E-06,0.98708,0.00183442
4998,0,0,1.12E-05,0,3.87E-05,0,0.00661939,1.04E-05,1.40E-06,0,0.00257266,2.20E-06,0.00180347,3.19E-06,0.987106,0.00183162
4999,0,0,1.11E-05,0,3.82E-05,0,0.00661816,9.88E-06,1.47E-06,0,0.00257212,2.31E-06,0.00180279,3.15E-06,0.987106,0.00183516
5000,0,0,1.15E-05,0,3.80E-05,0,0.00663188,9.35E-06,1.19E-06,0,0.0025705,2.39E-06,0.00179571,3.38E-06,0.987099,0.00183729
5001,0,0,1.19E-05,0,3.88E-05,0,0.00663491,9.22E-06,1.26E-06,0,0.00257034,2.30E-06,0.00179316,3.14E-06,0.987101,0.00183443
5002,0,0,1.28E-05,0,3.83E-05,2.00E-07,0.00662434,8.78E-06,1.40E-06,0,0.00257027,2.39E-06,0.00180491,2.99E-06,0.987104,0.00182946
5003,0,0,1.30E-05,0,3.84E-05,2.10E-07,0.00664045,8.61E-06,1.47E-06,0,0.00257412,2.31E-06,0.00180207,2.94E-06,0.987086,0.00183002
5004,0,0,1.27E-05,0,3.74E-05,1.99E-07,0.00664721,8.56E-06,1.79E-06,0,0.00257277,1.99E-06,0.00181288,2.59E-06,0.987075,0.0018266
5005,0,0,1.32E-05,0,3.73E-05,2.09E-07,0.0066339,8.59E-06,1.88E-06,0,0.00257101,1.88E-06,0.00181585,2.51E-06,0.987092,0.00182151
5006,0,0,1.36E-05,0,3.81E-05,2.00E-07,0.00662604,9.19E-06,1.80E-06,0,0.00255109,2.00E-06,0.00181741,2.60E-06,0.987116,0.00182181
5007,0,0,1.39E-05,0,3.89E-05,2.10E-07,0.00663104,8.83E-06,1.89E-06,0,0.00255887,2.10E-06,0.00181452,2.52E-06,0.98711,0.00181684
5008,0,0,1.25E-05,0,3.90E-05,1.99E-07,0.00662934,9.15E-06,2.19E-06,0,0.00256093,1.99E-06,0.00181048,2.59E-06,0.987114,0.00181744
5009,0,0,1.32E-05,0,3.83E-05,2.09E-07,0.00662141,9.42E-06,2.30E-06,0,0.00257125,1.68E-06,0.00181022,2.51E-06,0.987109,0.00182069
5010,0,0,1.28E-05,0,3.85E-05,2.00E-07,0.00663246,8.98E-06,2.60E-06,0,0.00256558,2.00E-06,0.00180755,2.20E-06,0.987121,0.00180655
5011,0,0,1.30E-05,0,3.89E-05,2.10E-07,0.00661876,8.83E-06,2.73E-06,0,0.00256823,2.10E-06,0.00180491,2.31E-06,0.987134,0.00180596
5012,0,0,1.29E-05,0,4.02E-05,1.99E-07,0.00659816,8.56E-06,2.99E-06,0,0.00256953,1.99E-06,0.00180695,2.19E-06,0.987148,0.00180815
5013,0,0,1.34E-05,0,4.04E-05,2.09E-07,0.00660601,8.59E-06,2.72E-06,0,0.00257084,1.89E-06,0.00180935,2.09E-06,0.987137,0.00180705
5014,0,0,1.30E-05,0,3.93E-05,2.00E-07,0.00660959,8.38E-06,3.39E-06,0,0.00256173,2.00E-06,0.00180967,2.20E-06,0.987136,0.00181426
5015,0,0,1.30E-05,0,3.91E-05,2.10E-07,0.00660956,8.62E-06,2.94E-06,0,0.00255216,2.10E-06,0.00181562,2.31E-06,0.987138,0.00181646
5016,0,0,1.35E-05,0,3.82E-05,1.99E-07,0.00660728,9.35E-06,2.59E-06,0,0.00254457,2.19E-06,0.00181812,2.19E-06,0.987143,0.00181911
5017,0,0,1.36E-05,0,3.81E-05,2.09E-07,0.00660695,9.21E-06,2.72E-06,0,0.00253451,2.30E-06,0.00181393,2.30E-06,0.987156,0.00182
5018,0,0,1.32E-05,0,3.63E-05,2.00E-07,0.00660265,8.39E-06,2.40E-06,0,0.00253039,2.40E-06,0.00180588,2.40E-06,0.98717,0.00182565
5019,0,0,1.30E-05,0,3.64E-05,2.10E-07,0.00660746,8.20E-06,2.31E-06,0,0.0025314,2.52E-06,0.00179712,2.52E-06,0.987168,0.00183055
5020,0,0,1.23E-05,0,3.78E-05,1.99E-07,0.00660108,7.76E-06,2.39E-06,0,0.00254466,2.59E-06,0.00179445,2.39E-06,0.987173,0.00182151
5021,0,0,1.26E-05,0,3.87E-05,2.09E-07,0.00660419,7.54E-06,2.30E-06,0,0.00253836,2.51E-06,0.00180091,2.30E-06,0.987167,0.00182353
5022,0,0,1.24E-05,0,3.92E-05,2.00E-07,0.00659727,7.39E-06,2.20E-06,0,0.0025378,2.80E-06,0.00178655,2.40E-06,0.987186,0.0018261
5023,0,0,1.20E-05,0,3.91E-05,2.10E-07,0.00659308,7.57E-06,2.31E-06,0,0.00253357,2.31E-06,0.00179173,2.31E-06,0.98719,0.00182579
5024,0,0,1.17E-05,0,3.84E-05,1.99E-07,0.00661225,7.95E-06,2.58E-06,0,0.00252381,2.39E-06,0.00178414,2.39E-06,0.98718,0.00183465
5025,0,0,1.17E-05,0,3.85E-05,2.09E-07,0.00661358,8.16E-06,2.51E-06,0,0.0025208,2.51E-06,0.00178568,2.51E-06,0.987182,0.00183215
5026,0,0,1.12E-05,0,4.05E-05,2.00E-07,0.00662127,8.39E-06,2.60E-06,0,0.00253258,2.60E-06,0.00178879,2.60E-06,0.987163,0.00182614
5027,0,0,1.18E-05,0,4.04E-05,2.10E-07,0.00662335,8.62E-06,2.73E-06,0,0.00252894,2.10E-06,0.00178458,2.52E-06,0.987169,0.00182537
5028,0,0,1.27E-05,0,4.12E-05,1.99E-07,0.00662638,9.35E-06,3.18E-06,0,0.00252925,1.99E-06,0.00179146,2.39E-06,0.987158,0.00182428
5029,0,0,1.21E-05,0,4.13E-05,0,0.00663263,9.84E-06,3.35E-06,0,0.00252373,2.09E-06,0.00178935,2.51E-06,0.987167,0.00181573
5030,0,0,1.26E-05,0,3.91E-05,0,0.00662251,8.98E-06,3.39E-06,0,0.00251433,2.00E-06,0.00180725,2.40E-06,0.987163,0.00182481
5031,0,0,1.26E-05,0,3.89E-05,0,0.00663595,9.25E-06,3.36E-06,0,0.0025126,2.10E-06,0.00180621,2.52E-06,0.987148,0.00182828
5032,0,0,1.23E-05,0,3.90E-05,0,0.0066318,1.01E-05,3.38E-06,0,0.00250493,1.99E-06,0.00179901,2.39E-06,0.98717,0.00182488
5033,0,0,1.28E-05,0,3.98E-05,0,0.00664247,1.01E-05,3.35E-06,0,0.0025087,1.88E-06,0.00179698,2.09E-06,0.987157,0.00182525
5034,0,0,1.28E-05,0,3.99E-05,0,0.00662648,1.04E-05,3.59E-06,0,0.0025052,2.40E-06,0.00179439,2.40E-06,0.987168,0.00183492
5035,0,0,1.26E-05,0,3.99E-05,0,0.00663081,1.03E-05,3.78E-06,0,0.0025102,2.52E-06,0.00179222,2.52E-06,0.98716,0.00183488
5036,0,0,1.37E-05,0,4.04E-05,0,0.00662469,1.07E-05,4.97E-06,0,0.00251181,2.59E-06,0.00178429,2.59E-06,0.987163,0.00184139
5037,0,0,1.36E-05,0,3.98E-05,0,0.0066264,1.13E-05,4.82E-06,0,0.00251111,2.51E-06,0.00178159,2.51E-06,0.987164,0.00184233
5038,0,0,1.42E-05,0,4.03E-05,0,0.00662952,1.16E-05,4.39E-06,0,0.00251457,2.40E-06,0.00178346,2.60E-06,0.98716,0.00183736
5039,0,0,1.35E-05,0,4.06E-05,0,0.00663932,1.14E-05,3.99E-06,0,0.00252259,2.31E-06,0.00178816,2.52E-06,0.987146,0.00182999
5040,0,0,1.35E-05,0,4.02E-05,0,0.00665497,1.17E-05,4.18E-06,0,0.00253881,2.19E-06,0.0017751,2.59E-06,0.987129,0.00182821
5041,0,0,1.36E-05,0,4.04E-05,0,0.00664907,1.19E-05,3.77E-06,0,0.00253133,2.30E-06,0.001773,2.51E-06,0.987141,0.00183059
5042,0,0,1.38E-05,0,3.91E-05,0,0.00664078,1.28E-05,3.59E-06,0,0.00251245,2.40E-06,0.0017676,2.40E-06,0.98719,0.00181532
5043,0,0,1.41E-05,0,4.04E-05,0,0.0066227,1.20E-05,3.15E-06,0,0.00251974,2.31E-06,0.00175892,2.52E-06,0.987207,0.00181693
5044,0,0,1.49E-05,0,3.98E-05,0,0.00661299,1.19E-05,3.58E-06,0,0.00251001,2.39E-06,0.00175689,2.98E-06,0.987216,0.0018289
5045,0,0,1.51E-05,0,4.04E-05,0,0.00661389,1.19E-05,3.77E-06,0,0.00250518,2.30E-06,0.00175744,2.93E-06,0.987219,0.00182758
5046,0,0,1.58E-05,0,4.01E-05,0,0.00661779,1.22E-05,3.40E-06,0,0.00250359,2.00E-06,0.00175841,2.80E-06,0.987225,0.00181892
5047,0,0,1.60E-05,0,3.99E-05,0,0.00662282,1.22E-05,3.57E-06,0,0.00251386,2.10E-06,0.00175783,2.73E-06,0.987214,0.00181481
5048,0,0,1.67E-05,0,4.04E-05,0,0.00663427,1.15E-05,3.78E-06,0,0.00252031,2.39E-06,0.00175231,2.98E-06,0.987196,0.0018195
5049,0,0,1.65E-05,0,4.06E-05,0,0.0066232,1.11E-05,3.98E-06,0,0.00251841,2.30E-06,0.00175148,3.14E-06,0.987205,0.0018241
5050,0,0,1.66E-05,0,4.08E-05,0,0.00663784,1.04E-05,3.80E-06,0,0.00251711,2.60E-06,0.00174328,3.80E-06,0.987197,0.001827
5051,0,0,1.64E-05,0,4.06E-05,0,0.00662947,9.88E-06,3.58E-06,0,0.00251197,2.73E-06,0.00174265,3.58E-06,0.98722,0.00181941
5052,0,0,1.67E-05,0,4.14E-05,0,0.00661067,1.03E-05,4.18E-06,0,0.00251681,2.59E-06,0.00174926,3.58E-06,0.987224,0.00182025
5053,0,0,1.72E-05,0,4.17E-05,0,0.00660353,1.03E-05,4.40E-06,0,0.00250131,2.72E-06,0.00175244,3.56E-06,0.987246,0.00181691
5054,0,0,1.84E-05,0,4.20E-05,0,0.00660185,9.99E-06,4.20E-06,0,0.00249622,2.60E-06,0.00173926,3.60E-06,0.987271,0.00181098
5055,0,0,1.81E-05,0,4.12E-05,0,0.00660107,1.01E-05,4.21E-06,0,0.00249733,2.73E-06,0.00173597,3.58E-06,0.987271,0.00181484
5056,0,0,1.69E-05,0,4.06E-05,0,0.006615,1.01E-05,4.37E-06,0,0.00249454,2.58E-06,0.00174163,3.78E-06,0.987253,0.00181758
5057,0,0,1.72E-05,0,4.02E-05,0,0.00661938,1.03E-05,3.98E-06,0,0.00248938,2.72E-06,0.00174255,3.56E-06,0.987249,0.00182167
5058,0,0,1.64E-05,0,4.06E-05,0,0.00663427,1.02E-05,4.39E-06,0,0.00250987,2.60E-06,0.00174297,4.39E-06,0.987211,0.00182327
5059,0,0,1.60E-05,0,4.10E-05,0,0.00664216,1.07E-05,4.21E-06,0,0.00250868,2.73E-06,0.00174256,4.63E-06,0.987211,0.00181658
5060,0,0,1.55E-05,0,4.16E-05,0,0.00664209,1.09E-05,4.97E-06,0,0.00250247,3.18E-06,0.00174373,4.77E-06,0.987205,0.00182545
5061,0,0,1.49E-05,0,4.21E-05,0,0.0066414,1.13E-05,4.81E-06,0,0.0024927,3.14E-06,0.00174077,4.60E-06,0.987217,0.00182699
5062,0,0,1.52E-05,0,4.30E-05,0,0.00662548,1.08E-05,4.20E-06,0,0.00247347,2.80E-06,0.00174028,5.39E-06,0.987253,0.00182618
5063,0,0,1.43E-05,0,4.29E-05,0,0.00662731,1.11E-05,4.00E-06,0,0.00247867,2.94E-06,0.00174188,5.05E-06,0.987242,0.00182935
5064,0,0,1.41E-05,0,4.38E-05,0,0.00661642,1.17E-05,3.78E-06,0,0.00249299,2.98E-06,0.00175036,5.37E-06,0.987226,0.0018323
5065,0,0,1.36E-05,0,4.38E-05,0,0.00663085,1.21E-05,3.35E-06,0,0.00249573,3.14E-06,0.00175308,5.23E-06,0.987203,0.00183599
5066,0,0,1.32E-05,0,4.43E-05,0,0.0066582,1.24E-05,2.99E-06,0,0.0024944,3.59E-06,0.00174726,5.19E-06,0.987171,0.00184729
5067,0,0,1.32E-05,0,4.50E-05,0,0.00666779,1.22E-05,3.15E-06,0,0.00250153,3.78E-06,0.00174525,5.25E-06,0.987153,0.00185013
5068,0,0,1.31E-05,0,4.44E-05,0,0.00665353,1.15E-05,2.98E-06,0,0.00250176,3.58E-06,0.00175981,5.77E-06,0.987153,0.00185011
5069,0,0,1.32E-05,0,4.29E-05,0,0.00664853,1.17E-05,2.93E-06,0,0.0025037,3.56E-06,0.00176281,5.24E-06,0.987156,0.00184929
5070,0,0,1.28E-05,0,4.19E-05,0,0.00664566,1.10E-05,3.39E-06,0,0.00250253,3.19E-06,0.00176479,4.99E-06,0.987153,0.00185683
5071,0,0,1.32E-05,0,4.29E-05,0,0.00665695,1.13E-05,3.57E-06,0,0.00251243,3.15E-06,0.00176658,5.04E-06,0.987126,0.00185863
5072,0,0,1.33E-05,0,4.30E-05,0,0.00667771,1.15E-05,3.78E-06,0,0.00251717,3.18E-06,0.00175955,5.37E-06,0.987097,0.00186878
5073,0,0,1.36E-05,0,4.23E-05,0,0.00666706,1.15E-05,3.77E-06,0,0.00252475,3.14E-06,0.00175514,5.44E-06,0.987108,0.0018655
5074,0,0,1.34E-05,0,4.29E-05,0,0.00668642,1.12E-05,3.79E-06,0,0.00252579,2.79E-06,0.00175778,5.79E-06,0.987083,0.00186695
5075,0,0,1.30E-05,0,4.31E-05,0,0.00669084,1.13E-05,3.99E-06,0,0.00252288,2.73E-06,0.00176484,5.88E-06,0.987067,0.00187451
5076,0,0,1.23E-05,0,4.22E-05,0,0.00669106,1.05E-05,3.78E-06,0,0.00252778,1.99E-06,0.00176945,5.77E-06,0.987067,0.00186817
5077,0,0,1.19E-05,0,4.11E-05,0,0.00669315,1.07E-05,3.98E-06,0,0.00252583,1.89E-06,0.00177579,5.87E-06,0.987064,0.00186588
5078,0,0,1.30E-05,0,3.93E-05,0,0.00667953,1.04E-05,3.99E-06,0,0.00251864,1.80E-06,0.00176137,5.99E-06,0.987095,0.00187072
5079,0,0,1.28E-05,0,3.95E-05,0,0.00668842,1.05E-05,3.78E-06,0,0.00250824,1.68E-06,0.00176396,6.09E-06,0.987102,0.00186332
5080,0,0,1.27E-05,0,3.90E-05,0,0.00669846,1.07E-05,3.98E-06,0,0.00249665,1.99E-06,0.00176385,5.77E-06,0.987118,0.00184881
5081,0,0,1.30E-05,0,3.85E-05,0,0.00670179,1.05E-05,4.19E-06,0,0.00249972,1.89E-06,0.00177043,5.65E-06,0.987106,0.00184876
5082,0,0,1.44E-05,0,3.77E-05,0,0.00672879,1.04E-05,4.19E-06,0,0.00249305,2.00E-06,0.00176424,5.99E-06,0.987095,0.00184409
5083,0,0,1.47E-05,0,3.80E-05,0,0.00673539,1.09E-05,3.15E-06,0,0.00250331,2.10E-06,0.00176196,6.09E-06,0.987089,0.00183551
5084,0,0,1.45E-05,0,3.68E-05,0,0.00673349,9.95E-06,2.99E-06,0,0.00250645,1.99E-06,0.00176437,6.77E-06,0.987103,0.00181989
5085,0,0,1.49E-05,0,3.62E-05,0,0.00673401,9.64E-06,3.14E-06,0,0.00250499,2.09E-06,0.00176279,6.91E-06,0.987102,0.00182333
5086,0,0,1.50E-05,0,3.75E-05,0,0.00673869,9.58E-06,3.19E-06,0,0.00250007,1.60E-06,0.00175771,6.78E-06,0.987116,0.00181399
5087,0,0,1.51E-05,0,3.68E-05,0,0.00675026,9.66E-06,3.36E-06,0,0.00250517,1.68E-06,0.00175295,6.51E-06,0.987097,0.00182121
5088,0,0,1.51E-05,0,3.60E-05,0,0.00673023,1.07E-05,3.38E-06,0,0.00251682,1.59E-06,0.00175073,6.37E-06,0.987109,0.00181979
5089,0,0,1.55E-05,0,3.62E-05,0,0.00673326,1.05E-05,3.14E-06,0,0.00251143,1.68E-06,0.00175377,6.29E-06,0.987109,0.00181893
5090,0,0,1.58E-05,0,3.73E-05,0,0.00673734,1.06E-05,3.39E-06,0,0.0025057,2.00E-06,0.0017497,6.79E-06,0.987112,0.00181915
5091,0,0,1.58E-05,0,3.80E-05,0,0.00675577,1.03E-05,3.57E-06,0,0.00249969,1.89E-06,0.00175659,6.72E-06,0.987098,0.00181374
5092,0,0,1.59E-05,0,3.86E-05,0,0.00675063,1.05E-05,3.38E-06,0,0.00249364,1.99E-06,0.001752,6.57E-06,0.987113,0.0018135
5093,0,0,1.59E-05,0,3.86E-05,0,0.00676111,1.03E-05,3.14E-06,0,0.00249319,2.10E-06,0.00174035,6.70E-06,0.987114,0.00181495
5094,2.00E-07,0,1.60E-05,0,3.81E-05,0,0.00676026,1.06E-05,3.59E-06,0,0.0024926,2.00E-06,0.00172538,6.39E-06,0.987136,0.00180939
5095,2.10E-07,0,1.68E-05,0,3.86E-05,0,0.00675897,1.11E-05,3.36E-06,0,0.00248838,1.89E-06,0.00172865,6.72E-06,0.987135,0.00181015
5096,1.99E-07,0,1.69E-05,0,3.94E-05,0,0.0067586,1.10E-05,3.58E-06,0,0.00248283,1.59E-06,0.00172086,6.77E-06,0.987146,0.00181205
5097,2.10E-07,0,1.72E-05,0,3.90E-05,0,0.00675786,1.05E-05,3.56E-06,0,0.0024825,1.68E-06,0.00172054,6.92E-06,0.987149,0.0018113
5098,1.99E-07,0,1.74E-05,0,4.17E-05,0,0.00674693,1.10E-05,3.59E-06,0,0.0024774,1.79E-06,0.00171794,6.58E-06,0.987158,0.00181746
